communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumB,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Lafayettecity,LA,?,?,5,94440,2.6,27.19,70.8,1.35,1.71,16.61,31.09,16.76,8.64,94460,100,23430,78.83,1.1,34.59,20.48,7.99,11.08,30957,12925,15899,5436,4793,10989,10118,11061,19898,21.89,12.13,24.79,27.26,8.73,57.69,6.23,29.18,9.32,32.53,10,36.05,13.16,11.66,3.16,68.02,64.66,75.15,67.86,58.73,64.07,4571,6.33,2506,25.18,40.06,51.68,60.85,0.67,1.06,1.37,1.61,78.51,1.47,5.44,3.53,2.5,2.75,2.23,58.49,4.61,51.49,2,4053,89.96,53.34,5.5,45.5,1971,6.12,0.67,41900,66000,94200,52300,198,254,327,129,333,24.2,18,13.1,46,1,2.65,79.32,49.61,79.34,92.78,171,166.15,160,155.46,90378,87813,528.5,166.1,80.74,90.06,9.94,0,0,9.94,20,7,161.4,42.4,2226.3,2.16,120,7189527,93.57,0,11.7,69854.8,18,17.49,50,48.58,245,238.05,582,565.48,1493,1450.63,5869,5702.43,381,370.19,52,50.52,869.6,7573.77
NewPhiladelphiacity,OH,157,55216,5,15698,2.39,0.67,98.59,0.41,0.38,12.91,24.54,11.68,14.74,0,0,22405,70.03,0.21,38.61,31.52,8.23,20.3,28457,11612,11573,6750,5879,48404,0,16566,1936,12.51,8.41,23.23,9.77,8.37,56.09,27.11,18.6,23.64,19.12,10.32,23.48,13.49,12.04,2.95,74.89,73.23,83.33,75.53,60.69,67.12,137,1.08,119,0,0,5.88,15.97,0,0,0.04,0.12,97.71,0.18,2.74,1.83,2.36,2.48,2.15,69.11,0.88,49.57,3,369,94.68,65.97,2.44,32.25,1951,5.33,0.53,38200,50200,69300,31100,194,244,295,101,309,24.7,19.5,12.4,0,0,0.76,86.58,57.93,88.5,95.75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.1,2223.9,0.29,?,?,?,?,0,?,0,0,3,17.96,9,53.87,17,101.75,45,269.33,395,2364.14,16,95.76,1,5.99,173.57,2735.22
Jacksontownship,OH,49,37772,5,25265,2.7,2.97,96.08,0.64,0.52,14.71,26.32,12.85,9.27,21897,86.67,34670,82.44,0.95,42.03,22.84,5.43,18.91,39841,14134,14369,7993,11645,3054,16501,13921,1847,7.4,5.74,20.22,13.87,3.68,68.31,13.52,21.47,15.94,23.35,9.16,23.98,13.21,11.29,3.08,77.27,74.22,87.97,76.93,65.07,74.51,381,1.96,279,9.32,15.41,25.09,27.96,0.1,0.17,0.28,0.31,97.38,0.34,3.23,2.5,2.67,2.79,2.38,73.58,1.36,35.22,3,383,96.07,70.34,2.09,27.68,1968,2.74,0.38,63100,77400,96400,33300,303,368,430,127,445,24.1,20.4,12.3,0,0,1.1,78.41,50.71,87.03,93.54,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,38.2,661.4,1.69,?,?,?,?,0,?,2,6.07,8,24.28,34,103.18,23,69.8,129,391.49,1065,3232.07,68,206.37,4,12.14,203.33,3842.07
Texarkanacity,AR,?,?,5,22631,2.6,31.74,67.21,0.53,0.76,14.86,26.95,13.21,13.65,22631,100,19016,68.24,0.85,25.23,30.84,9.36,13.57,25285,9990,12230,5501,7605,3405,2697,3696,5526,25.16,13.4,32.59,12.35,7.17,53.39,18.56,24.61,19.59,20.18,12.11,27.22,16.16,14.34,3.08,59.71,53.43,67.51,62.59,60.36,64.27,1355,7.02,198,31.82,31.82,54.04,57.07,0.28,0.28,0.47,0.5,97.11,0.81,4.98,3.51,2.52,2.55,2.48,60.14,3.94,51.85,2,1154,88.29,59.4,3.81,50.17,1962,7.8,0.42,28100,42700,60800,32700,152,255,325,173,334,27.1,17.3,14.6,8,14,0.87,46.52,56.75,80.32,86.84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.2,1315.1,0.11,?,?,?,?,0,?,7,30.16,21,90.47,71,305.89,224,965.06,433,1865.49,2289,9861.7,75,323.12,18,77.55,1391.58,12127.87
CedarGrovetownship,NJ,13,11200,5,12053,2.9,2.24,92.09,5.06,2.53,10.28,21.07,10.06,17.32,12053,100,55464,80.63,0.53,66.51,32.74,2.04,21.35,61728,23052,23765,6198,0,18588,1022,11814,332,3,6.71,16.78,31.32,3.13,59.7,14.77,24.53,6.6,37.81,4.36,31.12,7.58,6.12,3.09,87.25,85.41,93.73,97.34,57.25,65.26,7,0.08,1268,14.75,17.74,22.56,25.63,1.55,1.87,2.37,2.7,86.55,1.99,3.67,2.86,2.67,2.9,1.87,83.89,0.79,32.21,3,67,98.41,77.02,0,49.25,1956,0,0.17,181800,213300,249900,68100,536,717,882,346,754,25.8,22.3,13.8,0,0,10.52,67.5,65.22,84.91,93.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.4,2756.1,6.25,?,?,?,?,0,?,0,0,1,8.17,8,65.4,38,310.64,100,817.46,169,1381.51,31,253.41,11,89.92,384.21,2542.3
Germantowncity,TN,?,?,5,32893,3.07,1.85,95.15,2.72,0.85,16.62,21.53,10.63,5.06,32893,100,69019,90.11,2.18,68.13,12.69,0.97,11.46,71958,28087,28281,29695,40782,19439,12981,17225,364,1.11,0.61,2.78,53.52,2.28,70.03,12.31,24.99,2.78,46.24,3.85,22.13,7.17,5.55,3.33,91.08,90.7,96.55,90.25,48.26,57.76,90,0.41,1285,11.75,13.31,28.17,38.68,0.46,0.52,1.1,1.51,94.49,0.47,3.31,2.91,3.07,3.15,2.38,91.93,0.34,9.37,4,418,96.24,89.58,0.96,24.64,1978,0.12,0.11,119800,145100,189100,69300,454,530,728,274,631,23,20.4,10.8,0,0,3.91,37.88,49.69,72.86,74.16,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15.9,2067.7,0.29,?,?,?,?,0,?,0,0,1,2.75,6,16.49,3,8.25,61,167.69,573,1575.21,32,87.97,2,5.5,27.49,1836.38
PanamaCitycity,FL,?,?,5,34378,2.45,21.82,75.5,1.7,1.34,13.65,25.55,12.19,15.4,34378,100,21881,71.57,0.31,34.9,32.24,9.39,20.27,26629,12169,14016,6172,4438,9772,3921,5597,6571,19.64,12.12,29.65,16.72,7.83,54.05,7.73,25.23,11.27,25.95,13.01,27.19,16.99,15.18,2.98,63.04,57.54,62.69,67.75,62.56,68.48,1148,3.98,974,12.22,13.14,16.84,37.78,0.35,0.37,0.48,1.07,94.66,0.89,4.66,3.05,2.38,2.43,2.31,59.49,3.54,49.1,3,1875,88.23,58.3,1.92,38.61,1965,8.75,0.41,35000,49800,72500,37500,178,279,361,183,364,26.3,19.3,13.1,45,24,2.83,45.78,49.38,76.1,82.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,2144.9,0.05,?,?,?,?,0,?,3,7.78,23,59.63,74,191.85,269,697.42,631,1635.94,2348,6087.48,183,474.45,17,44.07,956.68,8241.94
AtlanticCitycity,NJ,1,2080,5,37986,2.41,51.31,35.45,3.97,15.3,12.32,26.47,12.98,16.65,37986,100,20309,68.54,0.5,22.62,35.52,14.85,14.35,27804,12017,16360,9942,2566,12883,6423,6690,9208,24.97,15.95,41.66,9.55,9.63,55.72,4.44,14.45,9.09,15.58,15.65,46.53,18.36,17.11,3.13,32.24,26.11,38.21,30.64,62.47,69.18,5719,19.29,3757,13.23,22.54,35.83,47.03,1.31,2.23,3.54,4.65,76.74,5.64,9.02,4.86,2.3,2.42,2.25,31.93,8.77,67.53,2,5895,72.74,30.4,13.66,57.59,1955,11.49,0.98,54300,73400,100700,46400,215,394,517,302,434,28.2,19.7,15.8,594,22,9.89,49.49,53.85,81.22,86.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.8,3230.5,25.65,?,?,?,?,0,?,10,27.21,46,125.16,643,1749.56,618,1681.54,1268,3450.15,8146,22164.78,411,1118.31,102,277.54,3583.48,27010.77
Tustincity,CA,?,?,5,50689,2.77,5.71,73.24,10.38,20.73,14.06,34.37,17.33,6.67,50689,100,38433,87.84,0.69,39.67,14.9,4.75,10.19,42840,18120,20356,11722,18472,14767,8682,10338,3339,6.85,5.44,14,25.55,4.48,75.45,20,19.66,10.52,30.29,10.36,36.04,17.63,14,3.16,73.27,71.3,88.62,71.81,70.43,74.69,939,3.11,10964,19.99,38.64,50.92,62.99,4.32,8.36,11.01,13.62,72.17,7.29,7.56,5.17,2.66,2.64,2.68,40.54,11.3,63.69,2,968,94.98,40.93,1.24,13.84,1970,1.23,0.23,190900,254500,310500,119600,621,701,851,230,746,28.2,24.6,11.4,32,10,21.63,37.32,32.17,69.29,78.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.7,4333.9,2.3,?,?,?,?,0,?,2,3.4,12,20.42,91,154.83,98,166.74,677,1151.87,2104,3579.81,337,573.38,33,56.15,345.39,5361.21
Atwatercity,CA,?,?,5,22282,3.1,9.26,73.2,6.79,18.51,14.68,30.15,13.19,6.14,0,0,26701,82.4,1.28,33.32,16.76,13.51,19.98,29110,10401,11189,11320,11575,6671,5908,6498,2765,12.58,10.39,22.86,14.05,7.84,64.55,11.73,27.79,15.87,21.66,9.19,23.2,13.69,11.51,3.42,75.03,72.09,79.13,73.38,63.38,68.35,454,2.8,2427,13.1,19.41,28.47,33,1.43,2.11,3.1,3.59,80.79,4.31,8.07,6.59,3.08,2.87,3.29,45.76,11.36,42.76,3,233,96.86,49.19,2.58,19.31,1973,4.27,0.27,71700,89800,112100,40400,321,377,448,127,446,26.9,21.8,12.1,19,0,10.89,42.85,34.22,63.89,75.03,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.3,4169.5,0.39,?,?,?,?,0,?,3,12.77,7,29.81,25,106.46,132,562.08,407,1733.09,739,3146.82,99,421.56,10,42.58,711.12,5344.06
Lansdowneborough,PA,45,41440,5,11712,2.38,5.16,93.4,1.12,0.92,10.37,24.64,11.01,15.54,11712,100,35795,77,1.27,55.57,32.79,4.26,20.27,44171,17626,17914,15210,39000,9352,0,7032,397,3.39,3.44,12.09,30.06,3.84,66.79,13.18,31.42,7.74,35.32,7.7,31.53,10.38,9.18,3.08,81.37,81.12,93.58,88.35,64.44,72.49,133,1.61,549,11.11,14.39,16.76,21.49,0.52,0.67,0.79,1.01,93.68,0.62,4.93,3.07,2.38,2.75,1.71,74.42,0.87,41.43,3,198,96.13,64.33,2.02,26.26,1939,1.61,1.23,85200,106500,128900,43700,390,469,550,160,535,25.9,22.3,15.4,0,0,4.69,79.28,61.84,84.57,94.37,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,9600,15.85,?,?,?,?,0,?,0,0,2,17.12,6,51.37,19,162.67,28,239.73,160,1369.86,26,222.6,0,0,231.16,1832.19
EastLampetertownship,PA,71,21344,5,11999,2.6,1.33,96.41,1.26,2.45,12.03,25.44,12.08,13.02,6931,57.76,34720,82.75,3.76,54.82,24.96,1.93,14.93,40116,16904,16990,13692,0,16031,11666,13054,594,4.98,12.74,27.54,18.99,2.34,69.97,24.16,17.25,17.78,23.57,7.54,25.25,9.41,8.51,3.05,84.89,84.76,95.15,84.68,57.18,65.06,82,0.93,345,20.29,33.33,33.33,42.03,0.58,0.96,0.96,1.21,86.32,0.74,5.29,3.87,2.58,2.73,2.26,70.46,1.6,38.07,3,172,96.41,66.4,0,30.81,1969,6.47,0.5,79000,96800,125100,46100,358,454,524,166,521,23,19.3,11.5,43,0,2.88,81.32,60.33,85.97,92.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20.7,580.7,1.03,?,?,?,?,0,?,0,0,1,8.19,8,65.55,9,73.75,65,532.61,432,3539.82,26,213.04,0,0,147.49,4285.48
BayCitycity,MI,17,6020,5,38936,2.5,2.45,93.6,0.45,5.62,13.57,26.49,12.77,14.05,38936,100,21380,67.91,0.37,38.65,33.89,15.24,20.04,28038,10782,10973,7842,9825,3677,7228,7438,6967,18.06,10.61,30,9.41,13.52,51.65,20.53,24.45,19,20.01,10.83,31.08,14.05,12.56,3.1,66.08,66.4,72.27,73.78,56.52,63.85,873,2.52,366,1.91,6.28,9.29,10.66,0.02,0.06,0.09,0.1,93.67,0.66,4.85,3.23,2.48,2.61,2.21,70.96,1.65,44.89,3,802,95.1,67.48,2.37,48.88,1939,4.81,0.46,24500,32600,43600,19100,198,268,329,131,312,29.2,17.3,14.3,26,0,0.94,88.91,63.14,88.46,96.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.8,3613.2,1.55,?,?,?,?,0,?,0,0,?,?,54,139.89,180,466.29,349,904.07,1392,3605.94,117,303.09,10,25.9,?,4839
KlamathFallscity,OR,?,?,5,17737,2.46,1.14,91.22,1.19,5.94,15.8,29.68,16.21,13.06,0,0,19382,71.65,0.78,37.69,29.02,8.67,14.09,25644,10936,11444,4938,4725,7635,5391,5211,3717,21.77,9.09,24.67,15.75,9.39,53.48,19.7,24.48,19.04,23.39,13.13,33.01,16.1,14.61,2.99,67.74,66.01,71.14,80.28,54.46,67.08,340,2.49,726,20.39,31.82,41.18,46.28,0.83,1.3,1.69,1.89,93.12,1.62,4.62,2.91,2.36,2.5,2.22,52.71,4.04,63.24,2,625,92.02,49.74,4.32,32.32,1950,9.1,0.5,32900,48200,67700,34800,192,261,331,139,318,27.2,20.1,13.1,84,2,4.09,44.03,41.64,71.32,80.76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,1043.6,1,?,?,?,?,0,?,2,10.44,10,52.19,25,130.47,60,313.12,244,1273.35,500,2609.33,78,407.06,5,26.09,506.21,4315.83
NorthSmithfieldtown,RI,7,52480,5,10497,2.81,0.16,99.05,0.66,0.53,13.65,22.52,11.18,14.89,6789,64.68,41449,78.59,1.42,53.58,31.85,2.98,17.57,47420,16298,16347,0,11974,11834,0,8941,415,4.08,12.67,28.52,20.77,6.22,61.79,21.95,28.4,12.79,29.92,5.4,25.16,6.04,5.73,3.12,89.44,87.39,96.45,86.23,63.53,76.31,59,0.76,450,7.78,7.78,10.44,10.44,0.33,0.33,0.45,0.45,81.57,1.46,3.28,2.65,2.74,2.91,2.01,85.9,0.59,32.36,3,106,97.24,80.8,2.83,43.4,1959,0.13,0,116500,146600,184000,67500,252,433,575,323,518,23.6,21,14.5,0,0,4.29,74.45,68.04,92.06,93.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.9,421.5,1.09,?,?,?,?,0,?,0,0,1,9.24,1,9.24,56,517.27,64,591.17,138,1274.71,14,129.32,0,0,535.75,1995.2
Salemtown,NH,15,66660,5,25746,2.8,0.93,96.78,1.77,1.41,13.16,26.19,12.32,9.06,20814,80.84,44210,86.08,0.73,45.49,21.39,3.77,12.92,51073,17930,17786,19915,7554,26721,7593,10703,974,3.81,5.71,17.56,20.39,6.35,71.26,27.01,16.87,12.32,28.41,8.52,28.98,10.41,9.48,3.24,84.42,81.65,95.31,81,65.58,73.72,167,0.93,1515,5.74,8.65,16.44,23.17,0.34,0.51,0.97,1.36,88.67,1.23,4.69,3.57,2.79,2.95,2.22,81.66,1.42,42.84,3,712,92.81,76.98,4.49,53.23,1968,0.83,0.15,127500,150300,182300,54800,472,605,701,229,646,24.8,23.5,13.6,0,0,5.88,7.85,61.74,75.94,77.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.6,1006,0.33,?,?,?,?,0,?,2,7.69,4,15.37,29,111.47,20,76.87,145,557.33,1030,3958.95,329,1264.56,4,15.37,211.4,5796.21
Woodburncity,OR,?,?,5,13404,2.8,0.28,79.3,0.46,31.42,12.84,23.68,11.71,22.74,0,0,22253,58.61,1.48,45.57,47.61,8.52,23.12,25389,9302,10411,6419,4197,16043,4980,5153,2914,22.45,20.1,36.64,8.55,5.64,47.51,24.87,18.07,22.53,18.51,6.73,23.92,9.08,7.98,3.25,74.25,69.47,77,71.01,46.89,61.68,455,3.68,2532,27.84,43.36,50,58.77,5.26,8.19,9.44,11.1,64.38,12.31,12.78,9.02,2.7,2.42,3.29,61.18,11.68,65.56,2,135,97.26,68.16,2.22,31.11,1970,6.33,0.53,43300,51900,66300,23000,265,335,388,123,402,27.6,22.8,12.4,18,0,18.89,40.35,46.81,72.38,83.28,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.4,3071.5,0.73,?,?,?,?,0,?,2,14.08,10,70.42,22,154.92,40,281.67,109,767.55,756,5323.57,78,549.26,12,84.5,521.09,6724.88
NationalCitycity,CA,?,?,5,54249,3.67,8.46,40.89,17.67,49.61,19.27,37.89,21.93,8.32,54249,100,22129,77.4,0.49,21.4,22.5,20.05,16.71,24040,8658,10736,8800,14077,8452,5965,6449,10092,21.34,21.16,41.07,9.06,8.18,60.95,18.33,18.19,18.9,13.51,9.25,44.91,15.46,12.12,3.63,63.14,57.94,70.36,63.66,46.64,53.49,2286,5.57,19345,18.31,29.75,40.91,51.03,6.53,10.61,14.59,18.2,43.52,14.19,13.97,10.88,3.22,3.28,3.19,36.12,29.07,73.7,2,470,96.92,35.46,1.49,23.4,1962,4.6,0.4,90300,114700,141900,51600,346,441,539,193,476,29.7,23.7,10.9,0,10,35.66,34.95,37.65,69.74,75.56,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.8,6919.5,6.02,?,?,?,?,0,?,7,12.11,31,53.61,327,565.48,485,838.71,1002,1732.75,2001,3460.32,1298,2244.63,34,58.8,1469.9,7496.5
Clintontown,CT,7,15350,5,12767,2.74,1.02,96.77,1.03,2.93,13.45,24.99,11.69,8.99,0,0,45884,85.1,0.83,53.91,21.24,2.26,12.62,51534,17698,17793,16409,12898,21009,10218,9590,421,3.33,3.18,14.15,26.46,4.84,72.21,19.86,21.92,12.73,30.38,8.03,27.27,11.69,9.91,3.15,83.9,82.14,94.51,90.65,61.88,74.3,115,1.32,361,19.67,21.05,26.87,28.81,0.56,0.6,0.76,0.81,94.24,1.19,4.07,3.09,2.72,2.84,2.3,80.91,1.22,36.79,3,752,86.1,77.42,0.93,68.35,1965,1.05,1.61,151400,174800,215400,64000,488,640,750,262,775,28.7,24.7,13.5,46,0,2.83,62.52,54.9,73.72,89.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16.9,756.9,0.87,?,?,?,?,0,?,0,0,0,0,4,30.4,5,38,78,592.75,143,1086.71,6,45.6,1,7.6,68.39,1732.65
AmericanForkcity,UT,?,?,5,15696,3.83,0.05,97.69,0.77,2.4,20.03,30.7,13.79,7.26,15696,100,29624,80.03,2.42,42.13,24.26,5.68,19.1,31851,8620,8666,0,8758,6969,6002,5354,1221,8.08,6.87,16.35,20.05,6.09,61.51,15.74,30.26,14.82,27.91,4.6,28.84,7.03,5.85,4.12,86.56,85.47,94.22,87.42,60.28,67.56,39,0.29,236,13.98,13.98,24.58,42.37,0.21,0.21,0.37,0.64,96.12,0.55,24.41,20.8,3.7,3.82,3.36,77.74,6.47,30.29,3,126,97.02,75.44,3.97,46.83,1969,1.81,0.5,52500,64300,77900,25400,252,304,378,126,384,24.4,21.3,12.3,0,0,1.5,78.03,59.24,85.85,91.48,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.4,2469.5,0.89,?,?,?,?,0,?,0,0,7,37.63,0,0,28,150.51,90,483.77,585,3144.49,31,166.63,0,0,188.13,3794.88
Livermorecity,CA,?,?,5,56741,2.75,1.52,89.39,4.6,9.85,13.48,27.36,12.18,6.45,56741,100,49149,87.52,0.7,49.73,15.83,4.61,15.13,53181,19330,19965,13456,16976,16569,10401,11899,2915,5.18,3.2,11.78,27.28,4.19,73,14.86,28.18,9.62,31.32,9.95,27.74,13.73,11.86,3.14,78.77,76.46,84.81,78.15,62.35,70.28,542,1.51,3733,17.36,26.49,32.04,39.73,1.14,1.74,2.11,2.61,90.62,1.43,4.47,3.36,2.74,2.82,2.56,69.24,3.57,32.77,3,846,96.06,67.14,1.18,12.88,1970,0.72,0.11,181600,217300,264100,82500,555,680,839,284,762,27.8,25.9,11.8,41,0,6.58,56.66,46.26,76.73,90.54,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20.3,2789.6,1.55,?,?,?,?,0,?,1,1.57,11,17.27,36,56.53,152,238.69,633,994.03,2127,3340.14,212,332.91,15,23.56,314.07,4690.64
Franklincity,OH,?,?,5,11026,2.71,0.79,98.77,0.25,0.14,14.91,29.09,14.17,9.85,11026,100,25569,75.34,0.89,27.69,27.92,10.26,17.39,30020,10566,10559,15861,3000,7881,0,8927,1785,16.4,18.36,39.42,6.47,8.17,56.47,33.04,14.82,25.72,13.99,10.54,24.13,15.09,12.97,3.09,72.77,69.83,70.94,76.3,51.67,64.05,132,1.49,80,12.5,12.5,12.5,22.5,0.09,0.09,0.09,0.16,97.41,0.34,3.89,3.02,2.68,2.76,2.56,62.03,2.31,43.49,3,137,96.74,60.28,5.11,35.04,1960,6.9,0.12,44100,55600,70400,26300,191,270,338,147,361,25.6,17.4,12.2,0,0,0.73,69.94,55.26,79.49,94.39,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.4,1306.8,0.2,?,?,?,?,0,?,0,0,1,8.71,5,43.53,21,182.83,130,1131.81,392,3412.85,25,217.66,0,0,235.07,4762.32
Somersettown,MA,5,62430,5,17655,2.75,0.14,98.91,0.66,0.78,13.65,23.26,12.34,16.04,17655,100,36418,74.04,0.87,53.54,38.1,4.36,24.36,42878,15030,14942,11920,0,28026,137000,14341,611,3.49,16.38,30.13,21.2,6.26,61.9,19.66,27.8,13.33,27.03,5.1,26.73,6.74,5.96,3.1,84.45,80.65,90.66,83.75,75.33,80.98,110,0.77,1457,0.48,0.48,1.44,3.64,0.04,0.04,0.12,0.3,78.88,2.67,3.78,3.03,2.73,2.86,2.1,87.28,0.95,30.5,3,204,96.92,83.43,3.43,39.22,1956,0.56,0.2,117300,141400,167700,50400,256,441,544,288,513,23.1,17.8,13.1,0,0,8.25,79.21,78.11,95.74,96.64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.4,2100.6,0.39,?,?,?,?,0,?,0,0,4,21.49,1,5.37,13,69.86,71,381.54,273,1467.03,31,166.59,0,0,96.73,2015.15
Hemetcity,CA,?,?,5,36094,2.07,0.68,90.88,1.18,14.91,8.35,17.88,8.49,37.25,36094,100,20382,45.98,0.38,47.43,58.55,10.72,32.73,25761,12270,12731,8361,14047,7792,6639,7278,4985,14.05,11.41,32.67,9.19,9.76,32.39,11.6,23.04,15.65,20.04,10.76,17.75,13.42,12.24,2.59,62.1,58.46,66.4,65.81,47.38,56.53,789,2.54,3604,16.4,27.69,33.52,40.54,1.64,2.77,3.35,4.05,86.09,3.4,3.45,2.08,2.04,1.9,2.28,57.94,4.86,83.88,2,2295,88.35,62.33,0.61,26.27,1976,3.59,0.18,71800,89900,113900,42100,346,435,532,186,500,31.4,25.7,11.4,48,0,9.99,33.33,36.1,66.22,87.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18.2,1982.8,0.29,?,?,?,?,0,?,1,2.39,23,54.99,128,306.05,233,557.11,1047,2503.41,1772,4236.9,560,1338.98,25,59.78,920.55,8139.06
Murfreesborocity,TN,?,?,5,44922,2.63,14.49,82.31,2.79,0.8,20.71,38.51,24.46,8.8,0,0,26394,81.02,1.11,36.1,21.71,5.47,11.74,35633,12983,14030,7551,10886,10868,2852,12255,6525,15.99,10.5,23.03,27.24,5.97,64.7,19.64,25.58,15.19,27.63,8.6,40.91,12.4,10.61,3.02,70.01,66.06,80.64,68.79,69.2,74.64,1569,5.68,1315,22.51,38.33,52.62,61.06,0.66,1.12,1.54,1.79,95.34,0.86,3.24,1.98,2.38,2.63,2.15,52.6,2.5,53.5,2,1598,91.46,47.57,2.32,20.34,1974,5.05,0.43,57400,78200,103800,46400,263,326,393,130,388,27.2,20.9,13.1,44,2,2.93,63.58,36.57,65.04,84.18,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.5,1428.3,0.09,?,?,?,?,0,?,3,5.87,11,21.51,86,168.17,305,596.41,619,1210.43,2482,4853.44,200,391.09,11,21.51,791.96,6476.47
Evanstoncity,IL,?,?,5,73233,2.62,22.87,70.57,4.83,3.67,17.76,33.65,19.76,10.1,73233,100,41115,83.04,0.78,58.96,20.98,3.43,11.4,53625,22346,26720,11643,11626,13868,7562,12044,6409,9.85,4.87,10.82,57.99,4.28,65.86,10.87,44.55,5.07,48.2,6.9,45.73,11.65,9.46,3.02,72.34,69.27,89.27,67.48,65.9,75.66,1752,4.51,8389,22.57,29.11,38.49,44.69,2.58,3.33,4.41,5.12,87.4,1,4.93,2.86,2.31,2.6,2,57.49,2.58,58.32,2,1210,95.85,51.06,1.24,27.11,1939,1.28,0.41,113500,184800,291800,178300,471,584,719,248,636,27.9,20.8,12.9,43,12,11.46,48.18,44.94,74.19,78.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,9117.7,21.73,?,?,?,?,0,?,1,1.34,?,?,224,299.77,219,293.08,1327,1775.87,3853,5156.31,324,433.6,16,21.41,?,7387.18
